,Comments_youtube,Comments_CaseFolding,CharEmoNum_Remove,RemoveDoubleWord,tokenizing,Comments_stopwordfix,Stemming2
481,tindakan kkb selama ini membunuh dlsb emg perbuatan teror toh utk tujuan2 ber motif politik&referendum_tp lbh parah lg anda2 disebut pemberontak thdp NKRI,tindakan kkb selama ini membunuh dlsb emg perbuatan teror toh utk tujuan2 ber motif politik&referendum_tp lbh parah lg anda2 disebut pemberontak thdp nkri,tindakan kkb selama ini membunuh dlsb emg perbuatan teror toh utk tujuan ber motif politikreferendumtp lbh parah lg anda disebut pemberontak thdp nkri,tindakan kkb selama ini membunuh dlsb emg perbuatan teror toh utk tujuan ber motif politikreferendumtp lbh parah lg anda disebut pemberontak thdp nkri,"['tindakan', 'kkb', 'selama', 'ini', 'membunuh', 'dlsb', 'emg', 'perbuatan', 'teror', 'toh', 'utk', 'tujuan', 'ber', 'motif', 'politikreferendumtp', 'lbh', 'parah', 'lg', 'anda', 'disebut', 'pemberontak', 'thdp', 'nkri']","['tindakan', 'kkb', 'membunuh', 'dlsb', 'emg', 'perbuatan', 'teror', 'utk', 'tujuan', 'ber', 'motif', 'politikreferendumtp', 'lbh', 'parah', 'lg', 'pemberontak', 'thdp', 'nkri']","['tindak', 'kkb', 'bunuh', 'dlsb', 'emg', 'buat', 'teror', 'utk', 'tuju', 'ber', 'motif', 'politikreferendumtp', 'lbh', 'parah', 'lg', 'berontak', 'thdp', 'nkri']"
482,"Kalo bukan teroris terus apa?
Pejuang kemerdekaan?
Aneh","kalo bukan teroris terus apa?
pejuang kemerdekaan?
aneh","kalo bukan teroris terus apa
pejuang kemerdekaan
aneh",kalo bukan teroris terus apa pejuang kemerdekaan aneh,"['kalo', 'bukan', 'teroris', 'terus', 'apa', 'pejuang', 'kemerdekaan', 'aneh']","['kalo', 'teroris', 'pejuang', 'kemerdekaan', 'aneh']","['kalo', 'teroris', 'juang', 'merdeka', 'aneh']"
483,"curiga nih, lembaga HAM sama KKB nih macem punya hubungan. HAM cukup sering belain KKB bahkan hanya karena perubahan status aja, tapi ketika ada aparat bahkan sipil jadi korban KKB macem diam aja gak bersuara. kek musuh dibalik selimut.","curiga nih, lembaga ham sama kkb nih macem punya hubungan. ham cukup sering belain kkb bahkan hanya karena perubahan status aja, tapi ketika ada aparat bahkan sipil jadi korban kkb macem diam aja gak bersuara. kek musuh dibalik selimut.",curiga nih lembaga ham sama kkb nih macem punya hubungan ham cukup sering belain kkb bahkan hanya karena perubahan status aja tapi ketika ada aparat bahkan sipil jadi korban kkb macem diam aja gak bersuara kek musuh dibalik selimut,curiga nih lembaga ham sama kkb macem punya hubungan cukup sering belain bahkan hanya karena perubahan status aja tapi ketika ada aparat sipil jadi korban diam gak bersuara kek musuh dibalik selimut,"['curiga', 'nih', 'lembaga', 'ham', 'sama', 'kkb', 'macem', 'punya', 'hubungan', 'cukup', 'sering', 'belain', 'bahkan', 'hanya', 'karena', 'perubahan', 'status', 'aja', 'tapi', 'ketika', 'ada', 'aparat', 'sipil', 'jadi', 'korban', 'diam', 'gak', 'bersuara', 'kek', 'musuh', 'dibalik', 'selimut']","['curiga', 'nih', 'lembaga', 'ham', 'kkb', 'macem', 'hubungan', 'belain', 'perubahan', 'status', 'aja', 'aparat', 'sipil', 'korban', 'diam', 'gak', 'bersuara', 'kek', 'musuh', 'dibalik', 'selimut']","['curiga', 'nih', 'lembaga', 'ham', 'kkb', 'macem', 'hubung', 'bain', 'ubah', 'status', 'aja', 'aparat', 'sipil', 'korban', 'diam', 'gak', 'suara', 'kek', 'musuh', 'balik', 'selimut']"
484,"Mana ada teroris punya hak ke pengadilan internasional, klo g dibelakang nya dibeking sama negara besar,,","mana ada teroris punya hak ke pengadilan internasional, klo g dibelakang nya dibeking sama negara besar,,",mana ada teroris punya hak ke pengadilan internasional klo g dibelakang nya dibeking sama negara besar,mana ada teroris punya hak ke pengadilan internasional klo g dibelakang nya dibeking sama negara besar,"['mana', 'ada', 'teroris', 'punya', 'hak', 'ke', 'pengadilan', 'internasional', 'klo', 'g', 'dibelakang', 'nya', 'dibeking', 'sama', 'negara', 'besar']","['teroris', 'hak', 'pengadilan', 'internasional', 'klo', 'g', 'dibelakang', 'nya', 'dibeking', 'negara']","['teroris', 'hak', 'adil', 'internasional', 'klo', 'g', 'belakang', 'nya', 'beking', 'negara']"
485,Udah lah papua ku syg kita berdamay saja sama alam  agar kita saling menyayangi dan saling mengasihi sesama anak bangsa dan sesama anak manusia i love you papua from jawa barat salam damay sesungguh nyh damay itu indah.,udah lah papua ku syg kita berdamay saja sama alam  agar kita saling menyayangi dan saling mengasihi sesama anak bangsa dan sesama anak manusia i love you papua from jawa barat salam damay sesungguh nyh damay itu indah.,udah lah papua ku syg kita berdamay saja sama alam  agar kita saling menyayangi dan saling mengasihi sesama anak bangsa dan sesama anak manusia i love you papua from jawa barat salam damay sesungguh nyh damay itu indah,udah lah papua ku syg kita berdamay saja sama alam agar saling menyayangi dan mengasihi sesama anak bangsa manusia i love you from jawa barat salam damay sesungguh nyh itu indah,"['udah', 'lah', 'papua', 'ku', 'syg', 'kita', 'berdamay', 'saja', 'sama', 'alam', 'agar', 'saling', 'menyayangi', 'dan', 'mengasihi', 'sesama', 'anak', 'bangsa', 'manusia', 'i', 'love', 'you', 'from', 'jawa', 'barat', 'salam', 'damay', 'sesungguh', 'nyh', 'itu', 'indah']","['udah', 'papua', 'ku', 'syg', 'berdamay', 'alam', 'menyayangi', 'mengasihi', 'anak', 'bangsa', 'manusia', 'i', 'love', 'you', 'from', 'jawa', 'barat', 'salam', 'damay', 'sesungguh', 'nyh', 'indah']","['udah', 'papua', 'ku', 'syg', 'berdamay', 'alam', 'sayang', 'asih', 'anak', 'bangsa', 'manusia', 'i', 'love', 'you', 'from', 'jawa', 'barat', 'salam', 'damay', 'sungguh', 'nyh', 'indah']"
486,"Berat udah, blok barat ada di balik OPM blok cina ad di balik Pemerintah..
Bner kata prabowo, klo gni trus Indo bubar tiap pulau bkin negara sndri","berat udah, blok barat ada di balik opm blok cina ad di balik pemerintah..
bner kata prabowo, klo gni trus indo bubar tiap pulau bkin negara sndri","berat udah blok barat ada di balik opm blok cina ad di balik pemerintah
bner kata prabowo klo gni trus indo bubar tiap pulau bkin negara sndri",berat udah blok barat ada di balik opm cina ad pemerintah bner kata prabowo klo gni trus indo bubar tiap pulau bkin negara sndri,"['berat', 'udah', 'blok', 'barat', 'ada', 'di', 'balik', 'opm', 'cina', 'ad', 'pemerintah', 'bner', 'kata', 'prabowo', 'klo', 'gni', 'trus', 'indo', 'bubar', 'tiap', 'pulau', 'bkin', 'negara', 'sndri']","['berat', 'udah', 'blok', 'barat', 'opm', 'cina', 'ad', 'pemerintah', 'bner', 'prabowo', 'klo', 'gni', 'trus', 'indo', 'bubar', 'pulau', 'bkin', 'negara', 'sndri']","['berat', 'udah', 'blok', 'barat', 'opm', 'cina', 'ad', 'perintah', 'bner', 'prabowo', 'klo', 'gni', 'trus', 'indo', 'bubar', 'pulau', 'bkin', 'negara', 'sndri']"
487,"Dari dulu kok blm tuntas""","dari dulu kok blm tuntas""",dari dulu kok blm tuntas,dari dulu kok blm tuntas,"['dari', 'dulu', 'kok', 'blm', 'tuntas']","['blm', 'tuntas']","['blm', 'tuntas']"
488,"The real teroris .. sudah mengganggu rakyat Papua yang masih cinta NKRI ..
DOA saya untuk TNI POLRI agar membasmi KKB sampai ke akarnya aamiin","the real teroris .. sudah mengganggu rakyat papua yang masih cinta nkri ..
doa saya untuk tni polri agar membasmi kkb sampai ke akarnya aamiin","the real teroris  sudah mengganggu rakyat papua yang masih cinta nkri 
doa saya untuk tni polri agar membasmi kkb sampai ke akarnya aamiin",the real teroris sudah mengganggu rakyat papua yang masih cinta nkri doa saya untuk tni polri agar membasmi kkb sampai ke akarnya aamiin,"['the', 'real', 'teroris', 'sudah', 'mengganggu', 'rakyat', 'papua', 'yang', 'masih', 'cinta', 'nkri', 'doa', 'saya', 'untuk', 'tni', 'polri', 'agar', 'membasmi', 'kkb', 'sampai', 'ke', 'akarnya', 'aamiin']","['the', 'real', 'teroris', 'mengganggu', 'rakyat', 'papua', 'cinta', 'nkri', 'doa', 'tni', 'polri', 'membasmi', 'kkb', 'akarnya', 'aamiin']","['the', 'real', 'teroris', 'ganggu', 'rakyat', 'papua', 'cinta', 'nkri', 'doa', 'tni', 'polri', 'basmi', 'kkb', 'akar', 'aamiin']"
489,"punya jet tempur, rudal aja markas ya sekalian pak TNI , KKB ini udh ga ada otak","punya jet tempur, rudal aja markas ya sekalian pak tni , kkb ini udh ga ada otak",punya jet tempur rudal aja markas ya sekalian pak tni  kkb ini udh ga ada otak,punya jet tempur rudal aja markas ya sekalian pak tni kkb ini udh ga ada otak,"['punya', 'jet', 'tempur', 'rudal', 'aja', 'markas', 'ya', 'sekalian', 'pak', 'tni', 'kkb', 'ini', 'udh', 'ga', 'ada', 'otak']","['jet', 'tempur', 'rudal', 'aja', 'markas', 'ya', 'tni', 'kkb', 'udh', 'ga', 'otak']","['jet', 'tempur', 'rudal', 'aja', 'markas', 'ya', 'tni', 'kkb', 'udh', 'ga', 'otak']"
490, nkri harga mati., nkri harga mati., nkri harga mati,nkri harga mati,"['nkri', 'harga', 'mati']","['nkri', 'harga', 'mati']","['nkri', 'harga', 'mati']"
491,Teroris KKB dan OPM adalah musuh dan dibenci oleh rakyat NKRI. Berjuta juta pemuda RI di 32 provinsi siap dilatih dan dipersenjatai utk menghancurkan sampai punahteroris KKB dan OPM di Papua,teroris kkb dan opm adalah musuh dan dibenci oleh rakyat nkri. berjuta juta pemuda ri di 32 provinsi siap dilatih dan dipersenjatai utk menghancurkan sampai punahteroris kkb dan opm di papua,teroris kkb dan opm adalah musuh dan dibenci oleh rakyat nkri berjuta juta pemuda ri di  provinsi siap dilatih dan dipersenjatai utk menghancurkan sampai punahteroris kkb dan opm di papua,teroris kkb dan opm adalah musuh dibenci oleh rakyat nkri berjuta juta pemuda ri di provinsi siap dilatih dipersenjatai utk menghancurkan sampai punahteroris papua,"['teroris', 'kkb', 'dan', 'opm', 'adalah', 'musuh', 'dibenci', 'oleh', 'rakyat', 'nkri', 'berjuta', 'juta', 'pemuda', 'ri', 'di', 'provinsi', 'siap', 'dilatih', 'dipersenjatai', 'utk', 'menghancurkan', 'sampai', 'punahteroris', 'papua']","['teroris', 'kkb', 'opm', 'musuh', 'dibenci', 'rakyat', 'nkri', 'berjuta', 'juta', 'pemuda', 'ri', 'provinsi', 'dilatih', 'dipersenjatai', 'utk', 'menghancurkan', 'punahteroris', 'papua']","['teroris', 'kkb', 'opm', 'musuh', 'benci', 'rakyat', 'nkri', 'juta', 'juta', 'pemuda', 'ri', 'provinsi', 'latih', 'senjata', 'utk', 'hancur', 'punahteroris', 'papua']"
492,Pemeintah sudah tepat melabeli kkb sebagai teroris....  Saya sangat setuju.......,pemeintah sudah tepat melabeli kkb sebagai teroris....  saya sangat setuju.......,pemeintah sudah tepat melabeli kkb sebagai teroris  saya sangat setuju,pemeintah sudah tepat melabeli kkb sebagai teroris saya sangat setuju,"['pemeintah', 'sudah', 'tepat', 'melabeli', 'kkb', 'sebagai', 'teroris', 'saya', 'sangat', 'setuju']","['pemeintah', 'melabeli', 'kkb', 'teroris', 'setuju']","['pemeintah', 'label', 'kkb', 'teroris', 'tuju']"
493,KKB sikat habis,kkb sikat habis,kkb sikat habis,kkb sikat habis,"['kkb', 'sikat', 'habis']","['kkb', 'sikat', 'habis']","['kkb', 'sikat', 'habis']"
494,Yg suka bawa bom bunuh diri di gereja2 juga tolong di tangkap!!!,yg suka bawa bom bunuh diri di gereja2 juga tolong di tangkap!!!,yg suka bawa bom bunuh diri di gereja juga tolong di tangkap,yg suka bawa bom bunuh diri di gereja juga tolong tangkap,"['yg', 'suka', 'bawa', 'bom', 'bunuh', 'diri', 'di', 'gereja', 'juga', 'tolong', 'tangkap']","['yg', 'suka', 'bawa', 'bom', 'bunuh', 'gereja', 'tolong', 'tangkap']","['yg', 'suka', 'bawa', 'bom', 'bunuh', 'gereja', 'tolong', 'tangkap']"
495,Sikatt b wenda & veronica karna sdh berapiliasi dgn terories,sikatt b wenda & veronica karna sdh berapiliasi dgn terories,sikatt b wenda  veronica karna sdh berapiliasi dgn terories,sikatt b wenda veronica karna sdh berapiliasi dgn terories,"['sikatt', 'b', 'wenda', 'veronica', 'karna', 'sdh', 'berapiliasi', 'dgn', 'terories']","['sikatt', 'b', 'wenda', 'veronica', 'karna', 'sdh', 'berapiliasi', 'dgn', 'terories']","['sikatt', 'b', 'wenda', 'veronica', 'karna', 'sdh', 'berapiliasi', 'dgn', 'terories']"
496,"Iya lah sudah pas OPM disebut sbg teroris, mereka membunuh, menculik, memperkosa, merusak sekolah/puskesmas/rumah ibadah","iya lah sudah pas opm disebut sbg teroris, mereka membunuh, menculik, memperkosa, merusak sekolah/puskesmas/rumah ibadah",iya lah sudah pas opm disebut sbg teroris mereka membunuh menculik memperkosa merusak sekolahpuskesmasrumah ibadah,iya lah sudah pas opm disebut sbg teroris mereka membunuh menculik memperkosa merusak sekolahpuskesmasrumah ibadah,"['iya', 'lah', 'sudah', 'pas', 'opm', 'disebut', 'sbg', 'teroris', 'mereka', 'membunuh', 'menculik', 'memperkosa', 'merusak', 'sekolahpuskesmasrumah', 'ibadah']","['iya', 'pas', 'opm', 'sbg', 'teroris', 'membunuh', 'menculik', 'memperkosa', 'merusak', 'sekolahpuskesmasrumah', 'ibadah']","['iya', 'pas', 'opm', 'sbg', 'teroris', 'bunuh', 'culik', 'perkosa', 'rusak', 'sekolahpuskesmasrumah', 'ibadah']"
497,"Udah lepas aja papua biar kayak timor leste sekarang terkatung katung,emang mudah mau jadi negara berdiri sendiri","udah lepas aja papua biar kayak timor leste sekarang terkatung katung,emang mudah mau jadi negara berdiri sendiri",udah lepas aja papua biar kayak timor leste sekarang terkatung katungemang mudah mau jadi negara berdiri sendiri,udah lepas aja papua biar kayak timor leste sekarang terkatung katungemang mudah mau jadi negara berdiri sendiri,"['udah', 'lepas', 'aja', 'papua', 'biar', 'kayak', 'timor', 'leste', 'sekarang', 'terkatung', 'katungemang', 'mudah', 'mau', 'jadi', 'negara', 'berdiri', 'sendiri']","['udah', 'lepas', 'aja', 'papua', 'biar', 'kayak', 'timor', 'leste', 'terkatung', 'katungemang', 'mudah', 'negara', 'berdiri']","['udah', 'lepas', 'aja', 'papua', 'biar', 'kayak', 'timor', 'leste', 'katung', 'katungemang', 'mudah', 'negara', 'diri']"
498,Kalo Uda resmi jadi teroris tunggu aja serangan baLik TNI .. Modddyyyaaarrr semua,kalo uda resmi jadi teroris tunggu aja serangan balik tni .. modddyyyaaarrr semua,kalo uda resmi jadi teroris tunggu aja serangan balik tni  modddyyyaaarrr semua,kalo uda resmi jadi teroris tunggu aja serangan balik tni modddyyyaaarrr semua,"['kalo', 'uda', 'resmi', 'jadi', 'teroris', 'tunggu', 'aja', 'serangan', 'balik', 'tni', 'modddyyyaaarrr', 'semua']","['kalo', 'uda', 'resmi', 'teroris', 'tunggu', 'aja', 'serangan', 'tni', 'modddyyyaaarrr']","['kalo', 'uda', 'resmi', 'teroris', 'tunggu', 'aja', 'serang', 'tni', 'modddyyyaaarrr']"
499,Terus dianggap apa dong?,terus dianggap apa dong?,terus dianggap apa dong,terus dianggap apa dong,"['terus', 'dianggap', 'apa', 'dong']",['dianggap'],['anggap']
500,Semoga TNI dan polri diberi kekuwatan dan keselamatan sehingga bisa mengankan NKRI semoga Allah SWT meridhoi,semoga tni dan polri diberi kekuwatan dan keselamatan sehingga bisa mengankan nkri semoga allah swt meridhoi,semoga tni dan polri diberi kekuwatan dan keselamatan sehingga bisa mengankan nkri semoga allah swt meridhoi,semoga tni dan polri diberi kekuwatan keselamatan sehingga bisa mengankan nkri allah swt meridhoi,"['semoga', 'tni', 'dan', 'polri', 'diberi', 'kekuwatan', 'keselamatan', 'sehingga', 'bisa', 'mengankan', 'nkri', 'allah', 'swt', 'meridhoi']","['semoga', 'tni', 'polri', 'kekuwatan', 'keselamatan', 'mengankan', 'nkri', 'allah', 'swt', 'meridhoi']","['moga', 'tni', 'polri', 'watan', 'selamat', 'kan', 'nkri', 'allah', 'swt', 'meridhoi']"
501,Yg dukung mobile legend like,yg dukung mobile legend like,yg dukung mobile legend like,yg dukung mobile legend like,"['yg', 'dukung', 'mobile', 'legend', 'like']","['yg', 'dukung', 'mobile', 'legend', 'like']","['yg', 'dukung', 'mobile', 'legend', 'like']"
502,Wkwkwkwwkwk bisalaah takut diberantas.,wkwkwkwwkwk bisalaah takut diberantas.,wkwkwkwwkwk bisalaah takut diberantas,wkwkwkwwkwk bisalaah takut diberantas,"['wkwkwkwwkwk', 'bisalaah', 'takut', 'diberantas']","['wkwkwkwwkwk', 'bisalaah', 'takut', 'diberantas']","['wkwkwkwwkwk', 'bisalaah', 'takut', 'berantas']"
503,"Alat OPM ngaduh ke internasional,,
membunuh sipil n jendral apa bukan teroris? Ada bukti gk usah takut.
Kejar OPM, basmi, ratakan, hancurkan, demi NKRI, Papua adalah bagian NKRI,,","alat opm ngaduh ke internasional,,
membunuh sipil n jendral apa bukan teroris? ada bukti gk usah takut.
kejar opm, basmi, ratakan, hancurkan, demi nkri, papua adalah bagian nkri,,","alat opm ngaduh ke internasional
membunuh sipil n jendral apa bukan teroris ada bukti gk usah takut
kejar opm basmi ratakan hancurkan demi nkri papua adalah bagian nkri",alat opm ngaduh ke internasional membunuh sipil n jendral apa bukan teroris ada bukti gk usah takut kejar basmi ratakan hancurkan demi nkri papua adalah bagian,"['alat', 'opm', 'ngaduh', 'ke', 'internasional', 'membunuh', 'sipil', 'n', 'jendral', 'apa', 'bukan', 'teroris', 'ada', 'bukti', 'gk', 'usah', 'takut', 'kejar', 'basmi', 'ratakan', 'hancurkan', 'demi', 'nkri', 'papua', 'adalah', 'bagian']","['alat', 'opm', 'ngaduh', 'internasional', 'membunuh', 'sipil', 'n', 'jendral', 'teroris', 'bukti', 'gk', 'takut', 'kejar', 'basmi', 'ratakan', 'hancurkan', 'nkri', 'papua']","['alat', 'opm', 'ngaduh', 'internasional', 'bunuh', 'sipil', 'n', 'jendral', 'teroris', 'bukti', 'gk', 'takut', 'kejar', 'basmi', 'rata', 'hancur', 'nkri', 'papua']"
504,Teroris Kaget gak kaget gak kaget donk masa enggak... Ini baru pemerintah bombardir saja biar tak ada yang buat rusuh di NKRI tercinta ,teroris kaget gak kaget gak kaget donk masa enggak... ini baru pemerintah bombardir saja biar tak ada yang buat rusuh di nkri tercinta ,teroris kaget gak kaget gak kaget donk masa enggak ini baru pemerintah bombardir saja biar tak ada yang buat rusuh di nkri tercinta ,teroris kaget gak donk masa enggak ini baru pemerintah bombardir saja biar tak ada yang buat rusuh di nkri tercinta,"['teroris', 'kaget', 'gak', 'donk', 'masa', 'enggak', 'ini', 'baru', 'pemerintah', 'bombardir', 'saja', 'biar', 'tak', 'ada', 'yang', 'buat', 'rusuh', 'di', 'nkri', 'tercinta']","['teroris', 'kaget', 'gak', 'donk', 'pemerintah', 'bombardir', 'biar', 'rusuh', 'nkri', 'tercinta']","['teroris', 'kaget', 'gak', 'donk', 'perintah', 'bombardir', 'biar', 'rusuh', 'nkri', 'cinta']"
505,Gempur terus sampai hangus .kkb udah melampau .,gempur terus sampai hangus .kkb udah melampau .,gempur terus sampai hangus kkb udah melampau ,gempur terus sampai hangus kkb udah melampau,"['gempur', 'terus', 'sampai', 'hangus', 'kkb', 'udah', 'melampau']","['gempur', 'hangus', 'kkb', 'udah', 'melampau']","['gempur', 'hangus', 'kkb', 'udah', 'lampau']"
506,"Kaya nya, kita ini orang bodoh, yang takut untuk menegakkan kepalanya
Seperti tidak kuasa di
Tanah air kita! sendiri, ini
Baru OPM gimana andaikan negara sebelah","kaya nya, kita ini orang bodoh, yang takut untuk menegakkan kepalanya
seperti tidak kuasa di
tanah air kita! sendiri, ini
baru opm gimana andaikan negara sebelah","kaya nya kita ini orang bodoh yang takut untuk menegakkan kepalanya
seperti tidak kuasa di
tanah air kita sendiri ini
baru opm gimana andaikan negara sebelah",kaya nya kita ini orang bodoh yang takut untuk menegakkan kepalanya seperti tidak kuasa di tanah air sendiri baru opm gimana andaikan negara sebelah,"['kaya', 'nya', 'kita', 'ini', 'orang', 'bodoh', 'yang', 'takut', 'untuk', 'menegakkan', 'kepalanya', 'seperti', 'tidak', 'kuasa', 'di', 'tanah', 'air', 'sendiri', 'baru', 'opm', 'gimana', 'andaikan', 'negara', 'sebelah']","['kaya', 'nya', 'orang', 'bodoh', 'takut', 'menegakkan', 'kepalanya', 'kuasa', 'tanah', 'air', 'opm', 'gimana', 'andaikan', 'negara', 'sebelah']","['kaya', 'nya', 'orang', 'bodoh', 'takut', 'tegak', 'kepala', 'kuasa', 'tanah', 'air', 'opm', 'gimana', 'andai', 'negara', 'belah']"
507,"Jika bener mereka paham pancasila n mereka tau nkri harga mati, ya gk mungkin mereka jdi kkb/teroris lah. Ya harusnya di tuntaskan saja tu,,","jika bener mereka paham pancasila n mereka tau nkri harga mati, ya gk mungkin mereka jdi kkb/teroris lah. ya harusnya di tuntaskan saja tu,,",jika bener mereka paham pancasila n mereka tau nkri harga mati ya gk mungkin mereka jdi kkbteroris lah ya harusnya di tuntaskan saja tu,jika bener mereka paham pancasila n tau nkri harga mati ya gk mungkin jdi kkbteroris lah harusnya di tuntaskan saja tu,"['jika', 'bener', 'mereka', 'paham', 'pancasila', 'n', 'tau', 'nkri', 'harga', 'mati', 'ya', 'gk', 'mungkin', 'jdi', 'kkbteroris', 'lah', 'harusnya', 'di', 'tuntaskan', 'saja', 'tu']","['bener', 'paham', 'pancasila', 'n', 'tau', 'nkri', 'harga', 'mati', 'ya', 'gk', 'jdi', 'kkbteroris', 'tuntaskan', 'tu']","['bener', 'paham', 'pancasila', 'n', 'tau', 'nkri', 'harga', 'mati', 'ya', 'gk', 'jdi', 'kkbteroris', 'tuntas', 'tu']"
